"+", "Mon Jun 15 19:50:50 PDT 2009", "luna1964", "@Scythe137 resistance is not tolerated  i would help you, but i'm a mac person, so that wouldn't be much help."
"+", "Mon Jun 15 19:56:45 PDT 2009", "HoneyAntoineGem", "@j_Raye no, actually from the radio, but when I heard it, I thought I would share. Satisfies my &quot;gossip girl&quot; alter ego. "
"+", "Mon Jun 15 20:02:52 PDT 2009", "K_Golden", "@heyshanny I can't tell if that's an order or a well wish.  "
"+", "Mon Jun 15 20:08:42 PDT 2009", "alebabe93", "i just seen pedro  lol"
"+", "Mon Jun 15 20:08:50 PDT 2009", "ElliotRonen", "@talamir What's the million dollar question? Remember, I'm still a big jetlagged. "
"+", "Mon Jun 15 20:10:47 PDT 2009", "_chiquita", "God is so good to me, seems like everytime I'm not feeling so strong or am discouraged, there's always someone to remind me otherwise "
"+", "Mon Jun 15 20:14:42 PDT 2009", "JodeySalazar", "Surgery went well....lotsa after pain though.....its really bad....they keep giving her dilodid and it seems to help....I want some..  "
"+", "Mon Jun 15 20:16:52 PDT 2009", "FuckBetty", "--#Imiss wen justyn used to ride his huffy to 178th&amp;sayres to get me a bacon,egg&amp;cheese, a pink lemonade &amp; a pack of blue skittles. "
"+", "Mon Jun 15 20:18:42 PDT 2009", "kileyjean", "at sonic with @erynbee @calebryan @iamrachelv i love summer nights! "
"+", "Mon Jun 15 20:19:02 PDT 2009", "joolzgirl", "@whereislena it was a LOT of driving, not a big fan, but we caught up with heaps of different ppl which was great  How's Melb been?"
"+", "Mon Jun 15 20:20:50 PDT 2009", "theeternal", "@ypatras Why thank you "
"+", "Mon Jun 15 20:29:01 PDT 2009", "mindy_lou005", "loves her sweet Jesus and is excited to share his love with the kids again tomorrow night "
"+", "Mon Jun 15 20:30:50 PDT 2009", "awduncan", "my sweet little puppy sleeps not next to me, not by my feet, but on my HEAD!! but i love her so much "
"+", "Mon Jun 15 20:30:58 PDT 2009", "madilovesmerder", "@zennish Hehe... he also says it in the add for Mazda. Zoom Zoom "
"+", "Mon Jun 15 20:33:02 PDT 2009", "xtello", "@ditty1013 CONGRATULATIONS !!! Somehow I feel proud...   Happy for you  Ps: What's next?"
"+", "Mon Jun 15 20:33:05 PDT 2009", "ShirinSaadeghi", "Getting my outfit for tmr ready and spray tanning "
"+", "Mon Jun 15 20:37:05 PDT 2009", "MollMey", "Bed time "
"+", "Mon Jun 15 20:37:13 PDT 2009", "kayleex3jonas", "i think me and heather HAVE to go to new jersey, july 14th for jonas. "
"+", "Mon Jun 15 20:39:02 PDT 2009", "erinhamblen", "stressful day at work turned out to be just as stressful as i anticiapted. tomorrow should be better. "
"+", "Mon Jun 15 20:40:54 PDT 2009", "STLErin", "Excitedly planning a bachelorette party!!!  "
"+", "Mon Jun 15 20:41:11 PDT 2009", "Sherylpz", "@TynzBoomPow EHEHEH! I know alr. Can vote for teens choice awarddd  Yay, kris Allennnnnnnn "
"+", "Mon Jun 15 20:43:08 PDT 2009", "JoshNikle", "@teamqivana Yah, still the state bird.  We look out our front window over a field.  Amazing sunrises and sunsets. What's it like there?"
"+", "Mon Jun 15 20:44:57 PDT 2009", "bcluxton", "@AlisonL heart you too! Are the stars there big and bright? "
"+", "Mon Jun 15 20:45:00 PDT 2009", "uh_LYSS_uh", "@rhondasypek Play Wii golf - it's not frustrating at all! "
"+", "Mon Jun 15 20:51:08 PDT 2009", "stefiex", "Oh goodness! Who's down to go to Concordia for a ghost tour?! "
"+", "Mon Jun 15 20:51:21 PDT 2009", "lilgrungecutie", "@WARPATHMUSIK so nice  Why are you going to ATL? Text me!"
"+", "Mon Jun 15 20:55:01 PDT 2009", "Cuttersftbll", "@JonathanRKnight Good Knight! Thanks 4 putting up w/ me &amp; my other Jongirls, we had fun trying 2 get u 2 come 2 NYC. We'll c u in 3 days! "
"+", "Mon Jun 15 20:55:19 PDT 2009", "Arcadia1", "@GUMsMinis Oh, you're good. You should go into a career in Politics. You would be a natural!!! "
"+", "Mon Jun 15 20:57:19 PDT 2009", "LadyVirgo82", "So fresh and so clean clean!! Oh yea!! "
"+", "Mon Jun 15 20:59:15 PDT 2009", "scottyoshimoto", "whos down to roll with me to disneyland tomorrow? "
"+", "Mon Jun 15 20:59:18 PDT 2009", "beenut85", "@Saps best part of my day was getting to talk to you  good luck with getting your girls text!!"
"+", "Mon Jun 15 20:59:19 PDT 2009", "kiri_no_nakame", "@souslesdents Wah waaah. We're a couple of nerds, hmm? "
"+", "Mon Jun 15 20:59:21 PDT 2009", "davidchoimusic", "Working on production for my new song &quot;So Weightless&quot;...smoove and groovay "
"+", "Mon Jun 15 20:59:22 PDT 2009", "dominospete", "I'm going to make up with my crazy grandpa. Wish me luck "
"+", "Mon Jun 15 21:02:57 PDT 2009", "spangiepantz", "@peterfacinelli lol this photo is hilariously scary =p hope you win this !! "
"+", "Mon Jun 15 21:02:58 PDT 2009", "heyitskimbo", "@SandraDamian  You wanna come to Patricia's house and help?  She lives right across the street from school.  "
"+", "Mon Jun 15 21:03:02 PDT 2009", "MaryKay26", "@peterfacinelli Nurse Jackie was great tonight!  It's nice to see you in a tv series again altho I do have to say...I still miss Fastlane "
"+", "Mon Jun 15 21:05:16 PDT 2009", "Aisaacs420", "@julezishot folow me "
"+", "Mon Jun 15 21:07:13 PDT 2009", "Nikki0333", "@bellanicola where in nj are you from? I'm near paterson and 30 mins from nyc "
"+", "Mon Jun 15 21:07:16 PDT 2009", "pottytots", "@DapperSnappers sometimes you gotta just fet out by yourself! "
"+", "Mon Jun 15 21:07:17 PDT 2009", "vivianism", "@Ant4fatony thank you! "
"+", "Mon Jun 15 21:09:15 PDT 2009", "BigBookofYou", "@JoLynnHawthorne  so wonderful to hear how great you are doing! thanks for the lovely tweets! "
"+", "Mon Jun 15 21:09:18 PDT 2009", "fletchxx", "going to try to sleep  g'night neverland &lt;3"
"+", "Mon Jun 15 21:11:14 PDT 2009", "LifeinColor09", "in apple valley. watching a movie. "
"+", "Mon Jun 15 21:13:07 PDT 2009", "PornStarFansite", "@stevecruzblog hey Steve "
"+", "Mon Jun 15 21:19:19 PDT 2009", "asharocks89", "It was the boring things in life that I remembered the most.-Russel, UP--cute and funny movie "
"+", "Mon Jun 15 21:23:20 PDT 2009", "hibo928", "Goal! Number three. Rossi is officially the shit! 3-1 italy's win "
"+", "Mon Jun 15 21:23:27 PDT 2009", "Bhawk5", "@IAMGINA3 why u laughing don't make me come thru and reck shop "
"+", "Mon Jun 15 21:23:32 PDT 2009", "TragicallyMade", "@luke_51034 it did but i can watch it mondays at the motel they get hbo down there "
"+", "Mon Jun 15 21:25:34 PDT 2009", "tehchibipanda", "@sussa O: Epica IS good.  I jus like Sirenia too "
"+", "Mon Jun 15 21:27:31 PDT 2009", "xlauren_ashleyx", "@Shiba08 THANK YOU BOO!!! "
"+", "Mon Jun 15 21:29:36 PDT 2009", "caitijnielsen", "@leahhcarr now let's pray that everything PASSES INSPECTION....  I will see you Thurs correct?"
"+", "Mon Jun 15 21:33:23 PDT 2009", "KLOdotcom", "@beachballz awww thank you that is so nice. "
"+", "Mon Jun 15 21:33:30 PDT 2009", "pfftninaa", "im reading @mileycyrus twitter  its fun. shes so interesting. watching NCIS"
"+", "Mon Jun 15 21:35:36 PDT 2009", "311fanalways", "Okay pretty tired now sweet dreams everyone Goodnite "
"+", "Mon Jun 15 21:37:31 PDT 2009", "skylarking_18", "Yeah! this is my fav too. I miss them today @roboholic@RPUnlimited FINALLY... my favourite Rob Gallery decided to show up  thanks!"
"+", "Mon Jun 15 21:39:20 PDT 2009", "kwiechers", "@LouDPhillips Lou is soooo very nice...great camp leader and the only one to keep his cool...congrats...hope he wins "
"+", "Mon Jun 15 21:45:32 PDT 2009", "heyhaybay", "600 updates!!!! "
"+", "Mon Jun 15 21:47:03 PDT 2009", "jannalee88", "@Jonasbrothers just got your CD at midnight at a 24-hour store! can't stop listening to it! great job! "
"+", "Mon Jun 15 21:51:24 PDT 2009", "freddybonline", "thxx  @shayimani"
"+", "Mon Jun 15 21:53:20 PDT 2009", "tweetfollow7", "@alexzandria828 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip "
"+", "Mon Jun 15 21:55:13 PDT 2009", "sachi889", "Had a great nite  smiling all the way home."
"+", "Mon Jun 15 21:57:29 PDT 2009", "lyssajade07", "is humming &quot;Hey Stephen&quot;-Taylor Swift "
"+", "Mon Jun 15 22:03:21 PDT 2009", "Dollface01", "@jordanknight nice pic "
"+", "Mon Jun 15 22:11:31 PDT 2009", "daphnenotemo", "And i think to myself: what a wonderful world... "
"+", "Mon Jun 15 22:13:36 PDT 2009", "MaggieS311", "Going to catch up on current events, the hittin the hay! And that concludes this.  More to come sometime... Xx!"
"+", "Mon Jun 15 22:13:49 PDT 2009", "ZoeBanana", "45 mins and its beddy byes "
"+", "Mon Jun 15 22:15:47 PDT 2009", "bayuhlee", "@Alyssa_Morse totally agree on much better. But turn right is my exception hahah. Forever and always &gt; much better "
"+", "Mon Jun 15 22:17:24 PDT 2009", "digitalfyre", "@ErisDS Nice blog, useful contents &amp; clean design! Looking forward to reading more of your articles  &amp; Thanks for following us on Twitter!"
"+", "Mon Jun 15 22:21:23 PDT 2009", "Theserashow", "@theashleeshow hahaha No surprising "
"+", "Mon Jun 15 22:21:31 PDT 2009", "KCAbner", "@apperry yessss i get it "
"+", "Mon Jun 15 22:21:47 PDT 2009", "AndreaDG", "@Marieaquino I'm at the office!! Are you here? "
"+", "Mon Jun 15 22:23:48 PDT 2009", "cynelectric", "i dont like the Hills.. but just thought it'd be interesting to tell you all I'll be seeing Lauren Conrad 2moro. "
"+", "Mon Jun 15 22:23:49 PDT 2009", "TheFrogPad", "@SportsSoup Not that you need ideas for the show but Shean Avery was just on Jimmy Fallon... Might be something there to poke at "
"+", "Mon Jun 15 22:25:20 PDT 2009", "decorum101", "&quot;Who would not rather trust and be deceived....?&quot; "
"+", "Mon Jun 15 22:25:31 PDT 2009", "tnicole1", "Reading a chapter or two and then time to go mimis "
"+", "Mon Jun 15 22:25:35 PDT 2009", "paul_in_nz", "Having a super busy day - it's nearly 5:30pm and I am just starting my days work - could be a long day "
"+", "Mon Jun 15 22:27:25 PDT 2009", "jdaFLiP", "@Quimbie08 lmao i know figured that one out lol. YAYYYYYY i AM going tooo!  see yah cuhz"
"+", "Mon Jun 15 22:29:19 PDT 2009", "manekochan", "Went bowling tonight. Bowled my highest score ever!!!  167!   Also, ribs... so not good right now. Ha ha! ^^; I'm an idiot."
"+", "Mon Jun 15 22:31:31 PDT 2009", "amandaloveit", "@veronicaaFTW w w w whattchyaaa doinnnnnn "
"+", "Mon Jun 15 22:31:40 PDT 2009", "Knightbutterfly", "@ddubsbostongirl u have some awesome pictures "
"+", "Mon Jun 15 22:31:44 PDT 2009", "jennnaaa16", "first person to buy the jonas brothers cd "
"+", "Mon Jun 15 22:39:34 PDT 2009", "minette95", "http://twitpic.com/7iyox - this is how i will look tomorrow at my dance recital, jazz not ballet, ballet is different "
"+", "Mon Jun 15 22:43:57 PDT 2009", "martinpolley", "Reading @lukewdesign's UXLondon write-ups: http://www.lukew.com/ff/index.asp Almost like being there "
"+", "Mon Jun 15 22:45:38 PDT 2009", "tealshocked", "Playing some wow then beddd  can't forget some watermelons #squarespace"
"+", "Mon Jun 15 22:45:55 PDT 2009", "lisaj_ed", "good morning // happy birthday chloe  // it's you + me, movin' at the speed of light into eternity, yeah.."
"+", "Mon Jun 15 22:49:50 PDT 2009", "Hihankara", "@kvbm Dude, I sent that to you AGES ago.  Now I have friends flying in from CA to go see Legend with us.  Next time I'll just txt you. "
"+", "Mon Jun 15 22:56:07 PDT 2009", "tianakaesha", "@crazymeezer will add AFW on my site later today.  "
"+", "Mon Jun 15 22:56:07 PDT 2009", "queen_amina", "@trudesires   I love you."
"+", "Mon Jun 15 22:59:49 PDT 2009", "LovinBenjamin", "There a something so wonderful about shedding ur everyday clothes and putting on pjs "
"+", "Mon Jun 15 22:59:49 PDT 2009", "Jacks18", "Theres only 4 days to go til he's home...  xx"
"+", "Mon Jun 15 23:05:52 PDT 2009", "Kotte_Mclean", "@backstreetboys HI GUYS PLEASE IF YOU CAN READ THIS ...I WANT THE MEMBERSHIP OF FC  .........Loove U BSB!    KTBSPA! #BSB"
"+", "Mon Jun 15 23:06:02 PDT 2009", "gulza23", "@w3ntw0rthmill3r anytime "
"+", "Mon Jun 15 23:08:03 PDT 2009", "inthebag", "I'm sooo craving COffeeeee Bean!!! Wish I could get a franchise!!! "
"+", "Mon Jun 15 23:09:45 PDT 2009", "LOSDOSNYC", "@drewmelton thats a good day "
"+", "Mon Jun 15 23:09:52 PDT 2009", "liversedge", "@pmcgreevy why so slow? "
"+", "Mon Jun 15 23:09:53 PDT 2009", "NiteshNitesh", "@Aishwaryarao now kindly chk n confirm "
"+", "Mon Jun 15 23:10:10 PDT 2009", "ewodzien", "@gstatton oh so &gt;THATS&lt; what was on that cooler I saw in the parking lot. so something fishy WAS going on! "
"+", "Mon Jun 15 23:14:03 PDT 2009", "CoreyMisterMan", "@lexappeall No worries...it makes me happy "
"+", "Mon Jun 15 23:15:43 PDT 2009", "ghazalelhaei", "@Rinkesh621 This is what I mean.. I clicked follow a few tweets ago.. I'll re click. "
"+", "Mon Jun 15 23:19:47 PDT 2009", "s2nyilidana", "@JeanetteLim YOU KNOW ITS TRUE "
"+", "Mon Jun 15 23:24:02 PDT 2009", "JON_WAIN", "@SMichaelMUA  luv that profile pic btw... dope shitz"
"+", "Mon Jun 15 23:24:16 PDT 2009", "_Lauraaa", "Lauren Conrad tomorrow with @JoJoLuv21 !  super excited!"
"+", "Mon Jun 15 23:26:20 PDT 2009", "dianahkim", "http://twitpic.com/7j0s6 - @beauknows So I saw this from D'ette and I hear you're &quot;good&quot; at bowling... I think I can beat you... "
"+", "Mon Jun 15 23:27:47 PDT 2009", "LitoxYing", "Haha no no we aint  i don't do people for my homework back xD Haha"
"+", "Mon Jun 15 23:28:18 PDT 2009", "WTFJAY", "@TikkaMadsen Hands are a common problem. It's the proportions. Feet, and body language as well. I find eyes, and face the easiest "
"+", "Mon Jun 15 23:32:21 PDT 2009", "firexice", "get a cool shoe shine "
"+", "Mon Jun 15 23:33:53 PDT 2009", "angeliqueee", "I'm tierd. Going to bed and watching season one of one tree hill. "
"+", "Mon Jun 15 23:34:01 PDT 2009", "PokerFaceGuthix", "Lady GaGa is... The Best Artist In My  Opinon "
"+", "Mon Jun 15 23:36:09 PDT 2009", "raedio", "so so SOOO hyped up for the 24th  less than a week to go till home."
"+", "Mon Jun 15 23:39:48 PDT 2009", "alesiaxx", "@erinxo ohh lol well there's a download link on their lj also. It's soooo good  can't stop listening"
"+", "Mon Jun 15 23:40:14 PDT 2009", "lumbee_beauty", "ugh..i think its FINALLY time to go to bed. night twitter! "
"+", "Mon Jun 15 23:44:05 PDT 2009", "estherification", "i am so sleeppyyyy.  too much icecream "
"+", "Mon Jun 15 23:44:06 PDT 2009", "WildNatalie", "My first cam show TUESDAY 9PM EST!!! Be there or don't cum  www.wildnatalie.com"
"+", "Mon Jun 15 23:46:23 PDT 2009", "HunterRaburn", "Getting ready for bed after hanging out with chris and Daurissa "
"+", "Mon Jun 15 23:48:20 PDT 2009", "zypher23", "@SwithDrawn Sttteeeeeevvvveeee!!! I miss you. Let's hang out when I get back "
"+", "Mon Jun 15 23:48:22 PDT 2009", "1026travito", "OMG! and lame ass Birdman! Swear my IQ drops everytime i hear that nigga spit something. Smmfh. Lol "
"+", "Mon Jun 15 23:48:25 PDT 2009", "myhelvetica", "@Digeratii the D90 looks beautiful. giving away ur D70? "
"+", "Mon Jun 15 23:50:29 PDT 2009", "erlinda0996", "Well im off to bed. dont have a party with the monsters under your bed!  goodnight &lt;3"
"+", "Mon Jun 15 23:52:16 PDT 2009", "Dyddles", "Is watching Bedtime Stories with the group. "
"+", "Mon Jun 15 23:54:09 PDT 2009", "Monica2112", "@_annie2 yep, time seem to fly. Del Mar is just a few days away. "
"+", "Mon Jun 15 23:54:15 PDT 2009", "LuizAlmeida", "I'm the special one.... &quot;Horny Hottie&quot; is following me. "
"+", "Mon Jun 15 23:56:06 PDT 2009", "IceeCreammBxtch", "bahahah' paintedd my fonee "
"+", "Mon Jun 15 23:57:51 PDT 2009", "TheWookieWay", "@RealKidPoker I had aspirations of being the poker massage king one day, but I think you can't be topped on that one! "
"+", "Mon Jun 15 23:58:13 PDT 2009", "KiaraDionne", "just finished voting for my favorite teen choice awards nominees. btw; @tristanwilds; i voted for ya! "
"+", "Tue Jun 16 00:00:14 PDT 2009", "Rhoni1665", "Now let the fun begin?!  "
"+", "Tue Jun 16 00:00:26 PDT 2009", "KSdaisy", "@shitzngigz i was having a horrible dream anyways glad i got woke! "
"+", "Tue Jun 16 00:02:20 PDT 2009", "meroxs86", "@BeckyBuckwild you should follow me and my bro @theotsenre Were ur hugest fans "
"+", "Tue Jun 16 00:02:28 PDT 2009", "Squared3", "I can'ttt Waittt to Seeee Newww moonnn! "
"+", "Tue Jun 16 00:04:24 PDT 2009", "LaRisa_Janai", "Thanks to all my new twit fam for the follow luv   Don't forget to follow my personal pg @MsUndeniablyFly www.larisajanai.com coming soon"
"+", "Tue Jun 16 00:06:27 PDT 2009", "Erika_is_crazy", "always looking to expand my twitter network... "
"+", "Tue Jun 16 00:08:27 PDT 2009", "Kika_Da_Best", "@ALYSSAASEN awwwwww shnapp! jubbliesssss all day "
"+", "Tue Jun 16 00:12:15 PDT 2009", "Iamknaan", "@Shontelle_Layne deal "
"+", "Tue Jun 16 00:14:17 PDT 2009", "WookieStyle", "@Wookiesgirl I know leelan, I know..... "
"+", "Tue Jun 16 00:18:13 PDT 2009", "blooapple", "My fav playlist : Hero -MC, Endless Love - MC, RHW4U - RchMax.... Almost them are world-known songs  ! Do you love these songs ^^ ?"
"+", "Tue Jun 16 00:20:13 PDT 2009", "julie_posetti", "@jason_a_w errr...by q'ble...I meant questionable. Not quotable. You're very quotable. Damned Twtr abbreviations. "
"+", "Tue Jun 16 00:20:17 PDT 2009", "thatonechickT", "Ah, how strange things change. Feelings twist and memories return. Good night "
"+", "Tue Jun 16 00:21:57 PDT 2009", "saleandro", "@ricardoseola que tri!! english speaking peeps, this site is also awesome http://posterize.com.br "
"+", "Tue Jun 16 00:24:40 PDT 2009", "someotherguy", "I'm learning Objective-C "
"+", "Tue Jun 16 00:26:11 PDT 2009", "mweb1", "@MediaD00d yeah, you have a very famous surname, i remember him well "
"+", "Tue Jun 16 00:28:13 PDT 2009", "livibeck", "@DeeBee_ ima bash him  shes mine"
"+", "Tue Jun 16 00:28:30 PDT 2009", "schachin", "@thelostagency welcome  and I think I agree ;)"
"+", "Tue Jun 16 00:29:59 PDT 2009", "JanieByrne", "@dave_turner  Yes ,but you captured it brilliantly. "
"+", "Tue Jun 16 00:36:14 PDT 2009", "webholics", "I want to install my own Google Wave server into Opera Unite, NOW!! "
"+", "Tue Jun 16 00:36:41 PDT 2009", "MuesliLove", "mandarin = happytimes  hunger cured!!"
"+", "Tue Jun 16 00:40:31 PDT 2009", "CPNuttall", "@m_callahan can you tell demi that she never fails to amaze me at concerts  wembley was insane! And she was soooo pretty "
"+", "Tue Jun 16 00:44:15 PDT 2009", "shhmenna", "@ShhmessiJessi not really I'm gonna go pick it up tomorrow "
